shortcode,content_form,folder,n_jpg,n_mp4,n_slides,has_frames,n_frames,has_transcript,transcript_nonempty,media_id,caption,comments_count,like_count,media_product_type,media_type,permalink,timestamp,reach,saved,views,total_interactions,comments_downloaded,year,Not_reel,month,dayofweek,hour,ig_pk,owner_username,owner_id,media_type_api,product_type_api,taken_at,has_audio,video_duration,location_name,n_hashtags,n_mentions,music_source,audio_type,song_title,artist,audio_id,audio_cluster_id,music_duration_ms,is_explicit,mashups_allowed,tagged_usernames,tagged_user_ids,n_tagged,coauthors,coauthor_ids,n_coauthors,product_tags,n_product_tags,n_featured_products,sponsor_usernames,is_paid_partnership,features_status
DEPnYqaN5Vc,reel,multimodal_dataset_fixed\reel\DEPnYqaN5Vc,0,1,1,True,39,True,True,18101750707468758,Perdoname Gue por mi vida subumana #recap2024,40.0,26335.0,REELS,VIDEO,https://www.instagram.com/reel/DEPnYqaN5Vc/,2024-12-31 13:36:58,359420.0,145.0,764568.0,25521.0,1.0,2024.0,False,12.0,Tuesday,13.0,3535217451127510364,camihawke,15526265,2.0,clips,1735652233.0,True,65.43299865722656,,1.0,0.0,licensed,licensed_music,we fell in love in october,girl in red,515880073675672,948410245353374,184153.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DF7q30xNvh1,reel,multimodal_dataset_fixed\reel\DF7q30xNvh1,0,1,1,True,31,True,True,18066958285842484,È uscita la prima puntata di Tutte le volte che su @spotifyitaly dove abbiamo chiacchierato col padrone di casa di questo Sanremo25: @carloconti.tv  L’avete ascoltata? Vi piace come ha disposto la sua squadra o avreste fatto una formazione diversa? Fateci sapere! Siamo carichissime per stasera! ❤️ Noi ci sentiamo tutte le mattine con Tutte le volte che - Sanremo edition!,240.0,6785.0,REELS,VIDEO,https://www.instagram.com/reel/DF7q30xNvh1/,2025-02-11 12:27:34,487653.0,169.0,693017.0,7015.0,1.0,2025.0,False,2.0,Tuesday,12.0,3565632084178827381,camihawke,15526265,2.0,clips,1739276617.0,True,57.375,,0.0,2.0,original,original_sounds,Original audio,camihawke,660385269659808,18473576638003235,57351.0,False,True,['alicelikeaudrey' 'onepodcast_' 'carloconti.tv' 'spotifyitaly'],['2452651' '436646772' '2977362225' '13743698303'],4.0,['carloconti.tv' 'onepodcast_' 'spotifyitaly' 'alicelikeaudrey'],['2977362225' '436646772' '13743698303' '2452651'],4.0,[],0.0,0.0,[],False,ok
DFkZpPiNt5O,reel,multimodal_dataset_fixed\reel\DFkZpPiNt5O,0,1,1,True,10,True,True,17890629897176002,Siamo andati dai radical chic a chiedere loro quali sono le frasi più iconiche del circolino che va nei ristorantini che va nei posticini:,126.0,17284.0,REELS,VIDEO,https://www.instagram.com/reel/DFkZpPiNt5O/,2025-02-02 11:32:32,488025.0,466.0,953849.0,17253.0,1.0,2025.0,False,2.0,Sunday,11.0,3559082390871006798,camihawke,15526265,2.0,clips,1738495853.0,True,90.03299713134766,,0.0,0.0,original,original_sounds,Original audio,camihawke,518119204088442,18378715531118308,90022.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DG2vu0BtjV0,reel,multimodal_dataset_fixed\reel\DG2vu0BtjV0,0,1,1,True,2,True,True,17986264412646770,Abbiamo provato a fare questo trend ma dire che non ci siamo riusciti sarebbe generoso.,497.0,83941.0,REELS,VIDEO,https://www.instagram.com/reel/DG2vu0BtjV0/,2025-03-06 11:00:46,1037155.0,2553.0,2110695.0,81181.0,1.0,2025.0,False,3.0,Thursday,11.0,3582260478765053300,camihawke,15526265,2.0,clips,1741258897.0,True,74.63300323486328,,0.0,0.0,original,original_sounds,Original audio,camihawke,1684365009142988,18491143345035503,74603.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DGVRy3FN4hL,reel,multimodal_dataset_fixed\reel\DGVRy3FN4hL,0,1,1,True,11,True,True,18038415872170825,"Scusateci, i day off non ci fanno bene.  Ci vediamo domani sera a Sassari ❤️",300.0,75560.0,REELS,VIDEO,https://www.instagram.com/reel/DGVRy3FN4hL/,2025-02-21 11:06:33,836079.0,1452.0,1685105.0,69743.0,1.0,2025.0,False,2.0,Friday,11.0,3572840141296207947,camihawke,15526265,2.0,clips,1740136002.0,True,86.0999984741211,,0.0,0.0,original,original_sounds,Original audio,camihawke,631793449791837,18463567936064154,86075.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DH5y8MTtlv_,reel,multimodal_dataset_fixed\reel\DH5y8MTtlv_,0,1,1,True,2,True,True,18034131767639706,Sai come la definisco? Adrenalina pura.  A DRE NA LI NA PU RA,383.0,180205.0,REELS,VIDEO,https://www.instagram.com/reel/DH5y8MTtlv_/,2025-04-01 11:59:01,2290182.0,3963.0,3752047.0,160764.0,1.0,2025.0,False,4.0,Tuesday,11.0,3601133415769201663,camihawke,15526265,2.0,clips,1743508740.0,True,9.366000175476074,,0.0,0.0,original,original_sounds,Original audio,camihawke,1319787789302305,18396948121108223,9356.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DH_VkbLtJTZ,reel,multimodal_dataset_fixed\reel\DH_VkbLtJTZ,0,1,1,True,2,True,True,18378306802188334,Posso fare finta che non ci siamo dette nulla così non devo ragionare sul mio funzionamento? Grazie se risponderai,116.0,25182.0,REELS,VIDEO,https://www.instagram.com/reel/DH_VkbLtJTZ/,2025-04-03 15:38:04,512792.0,646.0,1051611.0,24946.0,1.0,2025.0,False,4.0,Thursday,15.0,3602693088984995033,camihawke,15526265,2.0,clips,1743694677.0,True,12.746000289916992,,0.0,0.0,original,original_sounds,Original audio,camihawke,556800733568373,18398105752096989,12733.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DHve2iWtMWH,reel,multimodal_dataset_fixed\reel\DHve2iWtMWH,0,1,1,True,7,True,True,18040485572614487,"Stai investendo il tuo affetto sull’obiettivo sbagliato.  Pensa quanto se lo meriterebbero di più i gomiti: non chiedono mai nulla, se ne stanno lì, screpolati, appoggiati ovunque come gli ultimi degli str0nxi senza mai lamentarsi. Da oggi in poi li chiameró GOMITINI. #freegomitini",163.0,18953.0,REELS,VIDEO,https://www.instagram.com/reel/DHve2iWtMWH/,2025-03-28 11:53:02,434737.0,299.0,884987.0,18454.0,1.0,2025.0,False,3.0,Friday,11.0,3598230316427560327,camihawke,15526265,2.0,clips,1743162781.0,True,34.233001708984375,,1.0,0.0,original,original_sounds,Original audio,camihawke,1375571226922181,18454023625078421,34201.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DIbdfIVNbex,reel,multimodal_dataset_fixed\reel\DIbdfIVNbex,0,1,1,True,12,True,True,18037224866283218,Si intitola: la prossima volta che mi viene in mente di fare un pavimento a scacchi legatemi i polsi ed esiliatemi a Sant’Elena. Olio su tela.,663.0,81477.0,REELS,VIDEO,https://www.instagram.com/reel/DIbdfIVNbex/,2025-04-14 13:46:33,844562.0,1022.0,1517434.0,81662.0,1.0,2025.0,False,4.0,Monday,13.0,3610609208865961905,camihawke,15526265,2.0,clips,1744638419.0,True,83.13300323486328,,0.0,0.0,licensed,licensed_music,L'arte di lasciar andare,Baustelle,476873392163941,1051085250371285,171080.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DIyaeUotn5O,reel,multimodal_dataset_fixed\reel\DIyaeUotn5O,0,1,1,True,3,True,True,17953055990947227,Esiste davvero un manuale universalmente valido per conquistare qualcuno che ci piace? Manuale di caccia e pesca per ragazze prova a rispondere alla domanda.  Voi lo avete letto? Che dite?,67.0,11064.0,REELS,VIDEO,https://www.instagram.com/reel/DIyaeUotn5O/,2025-04-23 11:41:53,437035.0,3848.0,839604.0,14555.0,1.0,2025.0,False,4.0,Wednesday,11.0,3617069883683405390,camihawke,15526265,2.0,clips,1745408446.0,True,64.55000305175781,,0.0,0.0,original,original_sounds,Original audio,camihawke,717659497281646,18503373685010790,64533.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DJ1SPRDNtTx,reel,multimodal_dataset_fixed\reel\DJ1SPRDNtTx,0,1,1,True,47,True,True,17915736785995951,"Trovatemi una sigla piú iconica, se ce la fate.",688.0,43780.0,REELS,VIDEO,https://www.instagram.com/reel/DJ1SPRDNtTx/,2025-05-19 10:56:16,606767.0,946.0,1156532.0,42603.0,1.0,2025.0,False,5.0,Monday,10.0,3635892488108430577,camihawke,15526265,2.0,clips,1747652238.0,True,52.400001525878906,,0.0,0.0,original,original_sounds,Original audio,camihawke,1210976140497291,18506568304027946,52400.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DJ6OPr1tNSZ,reel,multimodal_dataset_fixed\reel\DJ6OPr1tNSZ,0,1,1,True,17,True,True,17885400039272884,"Da ottobre ripartiremo col nostro spettacolo Avanguardia Pura e se volete capire il motivo di questa colonna sonora ispirata alle variazioni classiche di Chopin, dovete venire a teatro.  Musiche: Ennio Morricone Testo: Fabrizio de Andrè Regia: Lars von Trier",106.0,9631.0,REELS,VIDEO,https://www.instagram.com/reel/DJ6OPr1tNSZ/,2025-05-21 09:13:28,358691.0,169.0,601164.0,9452.0,1.0,2025.0,False,5.0,Wednesday,9.0,3637282299570345113,camihawke,15526265,2.0,clips,1747818747.0,True,67.1729965209961,,0.0,0.0,original,original_sounds,Original audio,camihawke,1254118520054330,18344552770081661,67166.0,False,True,['guglielmoscilla' 'vivoconcerti'],['10279523' '212137953'],2.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DJB1QIitNJl,reel,multimodal_dataset_fixed\reel\DJB1QIitNJl,0,1,1,True,6,True,True,18125890204428996,Nuovo video ASMR o ASRT che sarà un po’ il commento che mi riserveranno i misofonici a fine visione.,406.0,32489.0,REELS,VIDEO,https://www.instagram.com/reel/DJB1QIitNJl/,2025-04-29 11:24:56,652685.0,967.0,1245709.0,28686.0,1.0,2025.0,False,4.0,Tuesday,11.0,3621409780531516005,camihawke,15526265,2.0,clips,1745925808.0,True,90.16600036621094,,0.0,0.0,original,original_sounds,Original audio,camihawke,1374372227045700,18502887727021443,90166.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DJMX0oWtitM,reel,multimodal_dataset_fixed\reel\DJMX0oWtitM,0,1,1,True,9,True,True,18493415857054171,Se una notte di primavera un profumatore:,889.0,57279.0,REELS,VIDEO,https://www.instagram.com/reel/DJMX0oWtitM/,2025-05-03 13:38:19,711020.0,1172.0,1566259.0,57537.0,1.0,2025.0,False,5.0,Saturday,13.0,3624376571939662668,camihawke,15526265,2.0,clips,1746279500.0,True,242.947998046875,,0.0,0.0,original,original_sounds,Original audio,camihawke,1055803929767194,18459672835073412,242948.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DJTx7f6NwQK,reel,multimodal_dataset_fixed\reel\DJTx7f6NwQK,0,1,1,True,7,True,True,18039408275538310,"Sono le 16:30, sei appena uscita da scuola, hai accesso la tv su Bim Bum Bam, sei felice e lo sai.  @heydudeitaly #unlikeanything #adv",137.0,14260.0,REELS,VIDEO,https://www.instagram.com/reel/DJTx7f6NwQK/,2025-05-06 10:43:33,415732.0,361.0,867031.0,14554.0,1.0,2025.0,False,5.0,Tuesday,10.0,3626461717954233354,camihawke,15526265,2.0,clips,1746528080.0,True,59.7599983215332,,2.0,1.0,original,original_sounds,Original audio,camihawke,699851299205318,18476527795069393,59760.0,False,True,['claudiodibiagio'],['5160149'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
DK17WbUNrJt,reel,multimodal_dataset_fixed\reel\DK17WbUNrJt,0,1,1,True,2,True,True,17849241132483233,E voi per cosa siete fiere di voi stesse?  Siatelo sempre mi racc,238.0,23598.0,REELS,VIDEO,https://www.instagram.com/reel/DK17WbUNrJt/,2025-06-13 13:34:56,538089.0,569.0,1175566.0,22879.0,1.0,2025.0,False,6.0,Friday,13.0,3654087698583827053,camihawke,15526265,2.0,clips,1749821736.0,True,44.88199996948242,,0.0,0.0,original,original_sounds,Original audio,camihawke,9937921792966856,18511769155038177,44866.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DKg--Sqtj-g,reel,multimodal_dataset_fixed\reel\DKg--Sqtj-g,0,1,1,True,2,True,True,18027853526691244,Cosa succede se due persone con il 2% di words of affirmation nel love language si chiamano per dirsi ti voglio bene? Un esperimento sociale.,679.0,119939.0,REELS,VIDEO,https://www.instagram.com/reel/DKg--Sqtj-g/,2025-06-05 10:17:46,1692953.0,5650.0,2923053.0,111939.0,1.0,2025.0,False,6.0,Thursday,10.0,3648192657705287584,camihawke,15526265,2.0,clips,1749118604.0,True,85.16600036621094,,0.0,0.0,original,original_sounds,Original audio,camihawke,1762929474642063,18502681072042450,85166.0,False,True,['claudiodibiagio' 'guglielmoscilla'],['5160149' '10279523'],2.0,[],[],0.0,[],0.0,0.0,[],False,ok
DKHmkJ7Nl6P,reel,multimodal_dataset_fixed\reel\DKHmkJ7Nl6P,0,1,1,True,9,True,True,18143939398381048,"Nino Pedretti dice: “le strade sono tutte di Mazzini, di Garibaldi, son dei papi, di quelli che scrivono, che dan dei comandi, che fan la guerra. mai che ti capiti di vedere via di uno che faceva i berretti via di uno che stava sotto un ciliegio via di uno che non ha fatto niente perché andava a spasso sopra una cavalla.  E pensare che il mondo è fatto di gente come me che mangia il radicchio alla finestra contenta di stare, d’estate, a piedi nudi”. E a me piace molto.",216.0,28069.0,REELS,VIDEO,https://www.instagram.com/reel/DKHmkJ7Nl6P/,2025-05-26 13:43:11,369598.0,906.0,783481.0,28445.0,1.0,2025.0,False,5.0,Monday,13.0,3641048434078015119,camihawke,15526265,2.0,clips,1748267014.0,True,67.4749984741211,,0.0,0.0,licensed,licensed_music,ceilings,Lizzy McAlpine,1217292329953300,315978670456548,182887.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DKo4hDWt8Km,reel,multimodal_dataset_fixed\reel\DKo4hDWt8Km,0,1,1,True,6,True,True,18040968239296200,Due cose: andate a votare e non mandate questi messaggi alle persone ansiose. Grazie 1000,332.0,27264.0,REELS,VIDEO,https://www.instagram.com/reel/DKo4hDWt8Km/,2025-06-08 11:52:53,450189.0,511.0,862001.0,26874.0,1.0,2025.0,False,6.0,Sunday,11.0,3650416059933508262,camihawke,15526265,2.0,clips,1749383595.0,True,171.89999389648438,,0.0,0.0,original,original_sounds,Original audio,camihawke,1224328632766198,18345163972080760,171900.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DKuTK3PICzT,reel,multimodal_dataset_fixed\reel\DKuTK3PICzT,0,1,1,True,45,True,True,17968481522908869,"Questa è la mia Tier list sulle cose stressanti che possono accumularsi nel corso della giornata, in questa performance di endurance che si chiama vita. Sono curiosa di sapere come sarebbe la vostra. Let me know  Gli integratori non vanno intesi come sostituti di un’alimentazione varia ed equilibrata e di un corretto stile di vita. Integratore alimentare. Leggere le avvertenze  #StressMageddon #SupradynRicaricaNoStress #adv @supradyn_italia",59.0,10694.0,REELS,VIDEO,https://www.instagram.com/reel/DKuTK3PICzT/,2025-06-10 14:27:10,361025.0,269.0,812715.0,10636.0,1.0,2025.0,False,6.0,Tuesday,14.0,3651940657232096467,camihawke,15526265,2.0,clips,1749565404.0,True,147.33299255371094,,3.0,1.0,original,original_sounds,Original audio,camihawke,2038346279904448,18509760331049224,147313.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLCe1z8NoHp,reel,multimodal_dataset_fixed\reel\DLCe1z8NoHp,0,1,1,True,51,True,True,18048822554156407,"Il linguaggio è una pelle: io sfrego il mio linguaggio contro l’altro. È come se avessi delle parole a mo’ di dita, o delle dita sulla punta delle mie parole.",163.0,31042.0,REELS,VIDEO,https://www.instagram.com/reel/DLCe1z8NoHp/,2025-06-18 10:28:22,442461.0,375.0,967774.0,29992.0,1.0,2025.0,False,6.0,Wednesday,10.0,3657621486676902377,camihawke,15526265,2.0,clips,1750242519.0,True,75.60199737548828,,0.0,0.0,licensed,licensed_music,Tuttoscorre,Emma Nolde,2427067081021574,1065234867942811,174240.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLcL5QPNMpX,reel,multimodal_dataset_fixed\reel\DLcL5QPNMpX,0,1,1,True,2,True,True,18101809816492493,"Servizio pubbliko, buon week end.",1766.0,77703.0,REELS,VIDEO,https://www.instagram.com/reel/DLcL5QPNMpX/,2025-06-28 10:04:50,455651.0,1485.0,1012885.0,55288.0,1.0,2025.0,False,6.0,Saturday,10.0,3664856509729524311,camihawke,15526265,2.0,clips,1751105095.0,True,170.26600646972656,,0.0,0.0,original,original_sounds,Original audio,camihawke,1360635628378128,18507199690061430,170258.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLrogsRN1Av,reel,multimodal_dataset_fixed\reel\DLrogsRN1Av,0,1,1,True,3,True,True,18050338697428535,Ecco come secondo me si comporterebbero i vari nomi se sopravvivessero a un’apocalisse zombie.  Se invece volete vedere come si comportano i veri protagonisti di The Walking Dead potete farlo su @nowtvit!  #TheWalkingDeadUniverse #TheWalkingDeadDarylDixon #adv,376.0,9655.0,REELS,VIDEO,https://www.instagram.com/reel/DLrogsRN1Av/,2025-07-04 10:05:41,209374.0,306.0,374103.0,6931.0,1.0,2025.0,False,7.0,Friday,10.0,3669204489840578607,camihawke,15526265,2.0,clips,1751623454.0,True,100.91200256347656,,3.0,1.0,original,original_sounds,Original audio,camihawke,1077110980417740,18409587304110774,100900.0,False,True,['nowtvit'],['3413410025'],1.0,['nowtvit'],['3413410025'],1.0,[],0.0,0.0,[],False,ok
DLUeq4yNeL1,reel,multimodal_dataset_fixed\reel\DLUeq4yNeL1,0,1,1,True,7,True,True,18131560441428886,"Voglio sapere da voi quali sono le cose che è assurdo non siano state ancora inventate, ecco le mie.   @viledaitalia #ViledaH2PrO #Time2PrOgress #adv",883.0,28505.0,REELS,VIDEO,https://www.instagram.com/reel/DLUeq4yNeL1/,2025-06-25 10:13:21,374394.0,817.0,713543.0,19350.0,1.0,2025.0,False,6.0,Wednesday,10.0,3662687285544346357,camihawke,15526265,2.0,clips,1750846415.0,True,125.71099853515625,,3.0,1.0,original,original_sounds,Original audio,camihawke,1270053731313051,18409582879105251,125700.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLXL9J1Nzjt,reel,multimodal_dataset_fixed\reel\DLXL9J1Nzjt,0,1,1,True,8,True,True,17852321232437683,Queste le mie pagelle delle corsie del supermercato ditemi voi se siete d’accordo se no rifaccio scrutini.,191.0,21050.0,REELS,VIDEO,https://www.instagram.com/reel/DLXL9J1Nzjt/,2025-06-26 11:27:44,429159.0,358.0,759200.0,16655.0,1.0,2025.0,False,6.0,Thursday,11.0,3663449402845378797,camihawke,15526265,2.0,clips,1750937300.0,True,89.76599884033203,,0.0,0.0,original,original_sounds,Original audio,camihawke,1241458644142342,18346247476088444,89766.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLZ2c9KtBUl,reel,multimodal_dataset_fixed\reel\DLZ2c9KtBUl,0,1,1,True,2,True,True,17878359549240946,Se cerchi un profumo per conquistare qualcuno ho una cosa da dirti. Risp sul mio.   @RogerGallet #adv #RogerGallet #VanilleSoleil #DistilliamoFelicità,245.0,15454.0,REELS,VIDEO,https://www.instagram.com/reel/DLZ2c9KtBUl/,2025-06-27 12:20:48,253588.0,986.0,482254.0,10897.0,1.0,2025.0,False,6.0,Friday,12.0,3664199256177382693,camihawke,15526265,2.0,clips,1751026836.0,True,68.73300170898438,,4.0,1.0,original,original_sounds,Original audio,camihawke,735399159431535,18516440317029569,68733.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DLziXT1Nap7,reel,multimodal_dataset_fixed\reel\DLziXT1Nap7,0,1,1,True,2,True,True,18098875822511654,Una buona settimana cuccioli la mia partita alla grande ✨,72.0,20519.0,REELS,VIDEO,https://www.instagram.com/reel/DLziXT1Nap7/,2025-07-07 11:41:22,317924.0,513.0,559527.0,15870.0,1.0,2025.0,False,7.0,Monday,11.0,3671429256660232827,camihawke,15526265,2.0,clips,1751888538.0,True,5.873000144958496,,0.0,0.0,original,original_sounds,Original audio,camihawke,1923922885063489,18411671098110166,5867.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DMIT9-INmZQ,reel,multimodal_dataset_fixed\reel\DMIT9-INmZQ,0,1,1,True,6,True,True,17861507013440902,Se quando parte cinque giorni non la canti così forse non possiamo essere amici. (Il finale di questo video è tutto).,483.0,37918.0,REELS,VIDEO,https://www.instagram.com/reel/DMIT9-INmZQ/,2025-07-15 13:37:31,400618.0,726.0,780290.0,27607.0,1.0,2025.0,False,7.0,Tuesday,13.0,3677276917229577808,camihawke,15526265,2.0,clips,1752586670.0,True,85.66600036621094,,0.0,0.0,original,original_sounds,Original audio,camihawke,741565292369143,18517034530013509,85666.0,False,True,['claudiodibiagio' 'guglielmoscilla' 'michelezarrilloofficial'],['5160149' '10279523' '3096616536'],3.0,[],[],0.0,[],0.0,0.0,[],False,ok
DMSfvUqNwDC,reel,multimodal_dataset_fixed\reel\DMSfvUqNwDC,0,1,1,True,15,True,True,18069952487041566,Questa vacanza è finita ma sapete cosa non finsce mai? il divertimento e sapete dove lo ritroverete? a teatro da ottobre trovate il link dei biglietti in bio e le primizie da valigiamo.,151.0,40507.0,REELS,VIDEO,https://www.instagram.com/reel/DMSfvUqNwDC/,2025-07-19 12:25:41,574020.0,1449.0,1295910.0,32769.0,1.0,2025.0,False,7.0,Saturday,12.0,3680143436955451586,camihawke,15526265,2.0,clips,1752927914.0,True,178.0330047607422,,0.0,0.0,original,original_sounds,Original audio,camihawke,1284570829925857,18375739642122224,178033.0,False,True,['claudiodibiagio' 'guglielmoscilla'],['5160149' '10279523'],2.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DMXtGFDNEYi,reel,multimodal_dataset_fixed\reel\DMXtGFDNEYi,0,1,1,True,8,True,True,18053637761456729,"Nuovo decluttering nuovi capi su @vinted perchè la regola è: se vedo che qualcosa lo uso pochissimo vuol dire che non lo sto sfruttando abbastanza e vale la pena dargli un nuovo custode.  Su Vinted, dove ho caricato questi e altri capi, mi trovate come camihawke ma anche nella vita comunque se dite camioc io mi giro.   #vinted #adv”",228.0,17120.0,REELS,VIDEO,https://www.instagram.com/reel/DMXtGFDNEYi/,2025-07-21 12:53:02,580343.0,453.0,1301049.0,14251.0,1.0,2025.0,False,7.0,Monday,12.0,3681609550230996514,camihawke,15526265,2.0,clips,1753102341.0,True,42.46900177001953,,2.0,1.0,original,original_sounds,Original audio,camihawke,1506350647412777,18513475213000977,42468.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DOIsReqiM5e,reel,multimodal_dataset_fixed\reel\DOIsReqiM5e,0,1,1,True,7,True,True,17940696519056981,SI SCHERZA EH ho un sacco di amiche e amici che hanno la casa a forte dei marmi e che hanno fatto l’erasmus a Barcellona dove camminavano per la Rambla con i loro camperos.,736.0,71306.0,REELS,VIDEO,https://www.instagram.com/reel/DOIsReqiM5e/,2025-09-03 09:59:28,1329899.0,1981.0,2771105.0,84243.0,1.0,2025.0,False,9.0,Wednesday,9.0,3713412607970430558,camihawke,15526265,2.0,clips,1756893508.0,True,144.7740020751953,,0.0,0.0,original,original_sounds,Original audio,camihawke,1146103370764848,18352785034089373,144767.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DOlR5XojJal,reel,multimodal_dataset_fixed\reel\DOlR5XojJal,0,1,1,True,63,True,True,18025790222525126,"Ci ho pensato ma non so dare un titolo, potete sceglierlo voi.  Buona domenica🤍",1159.0,53469.0,REELS,VIDEO,https://www.instagram.com/reel/DOlR5XojJal/,2025-09-14 12:27:26,804008.0,770.0,1831872.0,56422.0,1.0,2025.0,False,9.0,Sunday,12.0,3721459376268809893,camihawke,15526265,2.0,clips,1757852920.0,True,82.08200073242188,,0.0,0.0,licensed,licensed_music,"You Needed Love, I Needed You",Angelo De Augustine,356287468469780,239984966937317,205657.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
DPBbbI5iDh8,reel,multimodal_dataset_fixed\reel\DPBbbI5iDh8,0,1,1,True,2,True,True,17924630601120965,Oggi avremmo potuto provare un’altra volta tutto lo spettacolo da capo e invece ci siamo detti va beh dai facciamo un contenuto che ingolosisca le persone.  Il contenuto per farvi ingolosire:,830.0,89203.0,REELS,VIDEO,https://www.instagram.com/reel/DPBbbI5iDh8/,2025-09-25 10:46:12,1165895.0,1728.0,2713362.0,96361.0,1.0,2025.0,False,9.0,Thursday,10.0,3729382578676316284,camihawke,15526265,2.0,clips,1758797236.0,True,24.07900047302246,,0.0,0.0,licensed,licensed_music,The Anthem (feat. Lil Jon),Pitbull,260770171210546,447565982664610,245000.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DPd0Da4iENw,reel,multimodal_dataset_fixed\reel\DPd0Da4iENw,0,1,1,True,32,True,True,17898201399162449,"Questo reel sarebbe dovuto uscire per celebrare l’inizio del tour. In una settimana così complessa abbiamo preferito fermarci e lasciare spazio a temi più grandi e più urgenti. Lo condividiamo ora come piccolo invito a ritrovarci a teatro sperando di regalavi, dove possibile, due ore ore di spensieratezza.",144.0,25539.0,REELS,VIDEO,https://www.instagram.com/reel/DPd0Da4iENw/,2025-10-06 11:24:42,541035.0,727.0,1043318.0,27662.0,1.0,2025.0,False,10.0,Monday,11.0,3737372199230129008,camihawke,15526265,2.0,clips,1759749842.0,True,117.68000030517578,,0.0,0.0,original,original_sounds,Original audio,camihawke,1584936419145638,18428277553099802,117680.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DPGlmFzCC2y,reel,multimodal_dataset_fixed\reel\DPGlmFzCC2y,0,1,1,True,8,True,True,18042121763414286,Ecco il back stage del contenuto che avrebbe dovuto farvi ingolosire e farvi venire a teatro: siamo mortificati.,239.0,38309.0,REELS,VIDEO,https://www.instagram.com/reel/DPGlmFzCC2y/,2025-09-27 10:51:44,760699.0,868.0,1603655.0,40750.0,1.0,2025.0,False,9.0,Saturday,10.0,3730834686608944562,camihawke,15526265,2.0,clips,1758970309.0,True,179.00100708007812,,0.0,0.0,original,original_sounds,Original audio,camihawke,795737116756868,18425000860111738,179000.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
DQ9VLkcCKPJ,reel,multimodal_dataset_fixed\reel\DQ9VLkcCKPJ,0,1,1,True,3,True,True,18057261491281045,Pensiero prima di uscire: 1 like 1 preghiera per l’uva coi semi :(,303.0,22942.0,REELS,VIDEO,https://www.instagram.com/reel/DQ9VLkcCKPJ/,2025-11-12 13:36:52,569661.0,457.0,1268400.0,28084.0,1.0,2025.0,False,11.0,Wednesday,13.0,3764258017567613897,camihawke,15526265,2.0,clips,1762954598.0,True,52.03499984741211,,0.0,0.0,original,original_sounds,Original audio,camihawke,1415192630226034,18541961239061854,52033.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
